ligand,receptor,sender,receiver,ligand_mean,receptor_mean,score,sample
TNFSF14,TNFRSF14,Myeloid,Endothelial,0.04740713,0.39709786,0.01882527,ZLF
VEGFB,FLT1,Epithelial,Fibroblasts,0.34805888,0.054056942,0.018815,ZLF
CCL4,CCR1,NK,T_cells,0.94148695,0.019932607,0.01876629,ZLF
TNF,TNFRSF1B,NK,Endothelial,0.024497185,0.76402104,0.018716365,ZLF
CSF1,CSF1R,Epithelial,Fibroblasts,0.14524664,0.12870924,0.018694585,ZLF
CXCL10,CXCR3,Mast,T_cells,0.054466113,0.34319144,0.018692303,ZLF
CXCL11,CXCR3,Myeloid,NK,0.068289235,0.27134612,0.018530019,ZLF
IFNG,IFNGR1,T_cells,Epithelial,0.08627316,0.21421863,0.01848132,ZLF
CCL5,CCR5,Mast,B_Plasma,0.81117535,0.022733888,0.018441169,ZLF
CXCL9,CXCR3,T_cells,T_cells,0.053651493,0.34319144,0.018412733,ZLF
CCL3,CCR1,Fibroblasts,Myeloid,0.15939012,0.115281194,0.018374683,ZLF
IFNG,IFNGR1,NK,Myeloid,0.07438891,0.24644992,0.01833314,ZLF
CCL5,CCR5,Fibroblasts,B_Plasma,0.8055612,0.022733888,0.018313538,ZLF
TNFSF9,TNFRSF9,Fibroblasts,Mast,0.04228481,0.4325347,0.018289646,ZLF
IL1B,IL1R1,Endothelial,Fibroblasts,0.080580726,0.22692521,0.018285798,ZLF
TGFB2,TGFBR1,Fibroblasts,Mast,0.15313977,0.1193538,0.018277813,ZLF
CCL3,CCR1,T_cells,NK,0.3407439,0.05345603,0.018214816,ZLF
CSF1,CSF1R,Endothelial,Fibroblasts,0.14091904,0.12870924,0.018137584,ZLF
LGALS9,HAVCR2,NK,Mast,0.17168689,0.10529163,0.018077191,ZLF
CCL5,CCR4,NK,B_Plasma,2.444294,0.0073953895,0.018076506,ZLF
IL18,IL18R1,Myeloid,Myeloid,0.52675736,0.034116477,0.017971106,ZLF
CCL5,CCR5,Epithelial,Fibroblasts,0.7648395,0.023426978,0.017917877,ZLF
CSF1,CSF1R,Fibroblasts,Epithelial,0.20042434,0.08929604,0.017897101,ZLF
CCL4,CCR5,B_Plasma,Myeloid,0.24709526,0.07240827,0.017891739,ZLF
TGFB2,TGFBR1,Fibroblasts,T_cells,0.15313977,0.1165927,0.01785498,ZLF
IL1B,IL1R1,NK,Fibroblasts,0.078615725,0.22692521,0.01783989,ZLF
CCL4,CCR5,T_cells,Fibroblasts,0.760501,0.023426978,0.01781624,ZLF
CD47,SIRPA,NK,B_Plasma,0.25081533,0.070916794,0.017787019,ZLF
CCL5,CCR4,B_Plasma,NK,0.8789324,0.020219184,0.017771296,ZLF
TNFSF9,TNFRSF9,Fibroblasts,T_cells,0.04228481,0.42017993,0.017767228,ZLF
TNFSF14,TNFRSF14,Fibroblasts,Myeloid,0.042252313,0.41994086,0.017743472,ZLF
ICOSLG,ICOS,B_Plasma,B_Plasma,0.27639827,0.06400039,0.017689597,ZLF
CD47,SIRPA,Mast,Fibroblasts,0.18629672,0.094895765,0.01767877,ZLF
CXCL11,CXCR3,Endothelial,T_cells,0.051502824,0.34319144,0.017675329,ZLF
CSF1,CSF1R,NK,Fibroblasts,0.13728485,0.12870924,0.017669829,ZLF
CXCL12,CXCR4,Fibroblasts,Fibroblasts,0.15182403,0.11623737,0.017647626,ZLF
VEGFB,FLT1,NK,Myeloid,0.21527302,0.08178727,0.017606594,ZLF
CCL3,CCR5,Mast,Myeloid,0.24251692,0.07240827,0.01756023,ZLF
CCL5,CCR1,B_Plasma,T_cells,0.8789324,0.019932607,0.017519414,ZLF
TNFSF13B,TNFRSF13C,Endothelial,B_Plasma,0.034104172,0.5121905,0.017467834,ZLF
ICOSLG,ICOS,T_cells,T_cells,0.03829689,0.45607123,0.01746611,ZLF
IL6,IL6R,Myeloid,Myeloid,0.06737952,0.2588037,0.017438069,ZLF
PDGFB,PDGFRB,B_Plasma,Fibroblasts,0.010411166,1.6747856,0.01743647,ZLF
CD86,CTLA4,NK,T_cells,0.04526555,0.38470176,0.017413737,ZLF
CCL5,CCR5,Epithelial,B_Plasma,0.7648395,0.022733888,0.017387774,ZLF
NECTIN2,TIGIT,T_cells,NK,0.14044043,0.12380128,0.017386707,ZLF
CD47,SIRPA,Fibroblasts,Mast,0.2096429,0.08290764,0.017380998,ZLF
CCL3,CCR1,B_Plasma,Myeloid,0.1504734,0.115281194,0.017346753,ZLF
CXCL13,CXCR5,T_cells,Mast,0.37872636,0.045739572,0.017322782,ZLF
CCL4,CCR5,T_cells,B_Plasma,0.760501,0.022733888,0.017289145,ZLF
CD47,SIRPA,Endothelial,B_Plasma,0.24372266,0.070916794,0.01728403,ZLF
CCL5,CCR1,T_cells,Fibroblasts,2.0921817,0.008251857,0.017264385,ZLF
PVR,TIGIT,B_Plasma,T_cells,0.035122186,0.4908363,0.017239243,ZLF
PGF,KDR,Epithelial,Endothelial,0.048910443,0.3516799,0.017200818,ZLF
IL10,IL10RA,Myeloid,T_cells,0.069833785,0.24600966,0.017179785,ZLF
CCL4,CCR1,Fibroblasts,NK,0.32131207,0.05345603,0.017176067,ZLF
CSF1,CSF1R,T_cells,B_Plasma,0.24281229,0.07060099,0.017142788,ZLF
TGFB2,TGFBR1,Fibroblasts,B_Plasma,0.15313977,0.111855626,0.017129544,ZLF
CD276,VTCN1,Fibroblasts,Epithelial,0.40245262,0.042503633,0.017105699,ZLF
IL1B,IL1R1,Endothelial,Endothelial,0.080580726,0.21220724,0.017099814,ZLF
ICOSLG,ICOS,B_Plasma,NK,0.27639827,0.061805654,0.017082976,ZLF
CXCL10,CXCR3,NK,T_cells,0.04977141,0.34319144,0.017081123,ZLF
TNF,TNFRSF1B,Endothelial,Fibroblasts,0.049763616,0.3423686,0.0170375,ZLF
CCL4,CCR5,NK,Endothelial,0.94148695,0.01808234,0.017024286,ZLF
CXCL9,CXCR3,Fibroblasts,B_Plasma,0.26542652,0.064061694,0.017003672,ZLF
CXCL11,CXCR3,Epithelial,NK,0.06260654,0.27134612,0.016988043,ZLF
CCL5,CCR5,Endothelial,Fibroblasts,0.72486067,0.023426978,0.016981294,ZLF
CCL19,CCR7,Epithelial,B_Plasma,0.059628036,0.28477913,0.01698082,ZLF
CD80,CTLA4,T_cells,T_cells,0.04401637,0.38470176,0.016933175,ZLF
CXCL16,CXCR6,Myeloid,Fibroblasts,0.7574679,0.022344483,0.016925229,ZLF
CCL5,CCR1,T_cells,Epithelial,2.0921817,0.0080601275,0.016863251,ZLF
TNFSF4,TNFRSF4,Epithelial,Mast,0.064091645,0.26244164,0.016820315,ZLF
CXCL9,CXCR3,B_Plasma,NK,0.061950214,0.27134612,0.01680995,ZLF
PVR,TIGIT,Epithelial,NK,0.13558078,0.12380128,0.016785074,ZLF
TNFSF14,TNFRSF14,Fibroblasts,Endothelial,0.042252313,0.39709786,0.016778303,ZLF
IL7,IL7R,Epithelial,T_cells,0.044768967,0.37378198,0.016733833,ZLF
IL1B,IL1R1,NK,Endothelial,0.078615725,0.21220724,0.016682826,ZLF
VEGFB,FLT1,B_Plasma,Fibroblasts,0.30846575,0.054056942,0.016674716,ZLF
CD47,SIRPA,Epithelial,T_cells,0.44479373,0.037431125,0.016649129,ZLF
PVR,TIGIT,Endothelial,Fibroblasts,0.21172467,0.078134455,0.016542992,ZLF
TNF,TNFRSF1A,NK,Endothelial,0.024497185,0.6752133,0.016540825,ZLF
CXCL16,CXCR6,Myeloid,Myeloid,0.7574679,0.021770386,0.01649037,ZLF
CCL5,CCR5,Endothelial,B_Plasma,0.72486067,0.022733888,0.016478902,ZLF
IL18,IL18R1,B_Plasma,T_cells,0.17951755,0.091674335,0.016457152,ZLF
PDCD1LG2,PDCD1,Mast,T_cells,0.051165182,0.32150134,0.016449675,ZLF
CCL5,CCR4,Mast,NK,0.81117535,0.020219184,0.016401304,ZLF
PDGFB,PDGFRB,NK,Fibroblasts,0.009765136,1.6747856,0.016354509,ZLF
IL10,IL10RA,Myeloid,NK,0.069833785,0.23398468,0.016340036,ZLF
CCL5,CCR4,Fibroblasts,NK,0.8055612,0.020219184,0.01628779,ZLF
CCL3,CCR1,NK,B_Plasma,0.39995492,0.04069335,0.016275505,ZLF
IL18,IL18R1,NK,T_cells,0.1770937,0.091674335,0.016234947,ZLF
CXCL10,CXCR3,B_Plasma,T_cells,0.04725864,0.34319144,0.016218761,ZLF
CCL4,CCR5,NK,Epithelial,0.94148695,0.017194824,0.016188703,ZLF
CCL5,CCR1,Mast,T_cells,0.81117535,0.019932607,0.01616884,ZLF
CCL21,CCR7,Endothelial,Myeloid,0.2123858,0.07596741,0.0161344,ZLF
CD47,SIRPA,B_Plasma,T_cells,0.42998096,0.037431125,0.016094672,ZLF
CXCL16,CXCR6,Myeloid,B_Plasma,0.7574679,0.021223221,0.01607591,ZLF
CCL5,CCR1,Fibroblasts,T_cells,0.8055612,0.019932607,0.016056934,ZLF
CCL4,CCR1,Endothelial,NK,0.29974914,0.05345603,0.0160234,ZLF
IL7,IL7R,B_Plasma,Myeloid,0.057656858,0.27767256,0.016009727,ZLF
CCL5,CCR5,Myeloid,Fibroblasts,0.68178135,0.023426978,0.015972076,ZLF
TNFSF14,TNFRSF14,Myeloid,Fibroblasts,0.04740713,0.3367895,0.015966224,ZLF
IFNG,IFNGR1,NK,Epithelial,0.07438891,0.21421863,0.01593549,ZLF
CCL5,CCR5,B_Plasma,Endothelial,0.8789324,0.01808234,0.015893154,ZLF
CXCL16,CXCR6,Myeloid,Epithelial,0.7574679,0.020930119,0.015853893,ZLF
CD86,CD28,Myeloid,Epithelial,0.52054137,0.030390223,0.015819369,ZLF
TNFSF4,TNFRSF4,Epithelial,NK,0.064091645,0.2461561,0.015776549,ZLF
TNFSF4,TNFRSF4,Epithelial,Endothelial,0.064091645,0.24561803,0.015742064,ZLF
TNF,TNFRSF1A,B_Plasma,NK,0.056691974,0.2767333,0.015688557,ZLF
CD47,SIRPA,Epithelial,NK,0.44479373,0.03514949,0.015634272,ZLF
TNF,TNFRSF1B,Epithelial,Fibroblasts,0.045446135,0.3423686,0.01555933,ZLF
PVR,TIGIT,T_cells,T_cells,0.0316758,0.4908363,0.015547632,ZLF
CCL19,CCR7,Epithelial,T_cells,0.059628036,0.26036003,0.015524757,ZLF
CCL5,CCR5,Myeloid,B_Plasma,0.68178135,0.022733888,0.015499541,ZLF
CCL5,CCR4,T_cells,B_Plasma,2.0921817,0.0073953895,0.015472499,ZLF
CCL5,CCR4,Epithelial,NK,0.7648395,0.020219184,0.015464431,ZLF
TNFSF13B,TNFRSF13C,Epithelial,B_Plasma,0.030162262,0.5121905,0.0154488245,ZLF
CD47,SIRPA,Mast,Mast,0.18629672,0.08290764,0.015445421,ZLF
CD86,CD28,Myeloid,Myeloid,0.52054137,0.029649127,0.015433597,ZLF
TNF,TNFRSF1A,NK,Fibroblasts,0.024497185,0.62801087,0.015384498,ZLF
CXCL10,CXCR3,Myeloid,Fibroblasts,0.31816646,0.048292466,0.015365043,ZLF
TNF,TNFRSF1B,B_Plasma,Epithelial,0.056691974,0.2707959,0.015351955,ZLF
CXCL10,CXCR3,Myeloid,Mast,0.31816646,0.048082236,0.015298155,ZLF
CXCL16,CXCR6,Endothelial,NK,0.20980325,0.07282864,0.015279686,ZLF
CXCL13,CXCR5,T_cells,NK,0.37872636,0.040269893,0.01525127,ZLF
CCL5,CCR1,Epithelial,T_cells,0.7648395,0.019932607,0.015245245,ZLF
IL10,IL10RA,Myeloid,Myeloid,0.069833785,0.218218,0.015238989,ZLF
CCL3,CCR1,Myeloid,Mast,1.2039562,0.0126439165,0.015222723,ZLF
ICOSLG,ICOS,B_Plasma,Fibroblasts,0.27639827,0.054911774,0.015177519,ZLF
CCL4,CCR1,T_cells,T_cells,0.760501,0.019932607,0.015158768,ZLF
CD47,SIRPA,B_Plasma,NK,0.42998096,0.03514949,0.015113611,ZLF
CCL5,CCR5,B_Plasma,Epithelial,0.8789324,0.017194824,0.015113088,ZLF
TNFSF9,TNFRSF9,T_cells,Myeloid,0.116244644,0.12990685,0.0151009755,ZLF
VEGFA,FLT1,B_Plasma,Endothelial,0.02684321,0.56123376,0.015065316,ZLF
TNFSF4,TNFRSF4,Myeloid,Mast,0.057345446,0.26244164,0.015049833,ZLF
IFNG,IFNGR1,T_cells,Endothelial,0.08627316,0.17440157,0.015046175,ZLF
LGALS9,HAVCR2,B_Plasma,Endothelial,0.24447618,0.061404712,0.0150119895,ZLF
LGALS9,HAVCR2,T_cells,Mast,0.1423507,0.10529163,0.014988338,ZLF
TNFSF13B,TNFRSF13C,Myeloid,Myeloid,0.6763185,0.022150325,0.014980675,ZLF
CCL4,CCR1,Myeloid,Mast,1.1841171,0.0126439165,0.014971877,ZLF
TNF,TNFRSF1A,B_Plasma,Mast,0.056691974,0.2634114,0.014933312,ZLF
TNFSF4,TNFRSF4,Mast,Myeloid,0.10238143,0.1456955,0.014916513,ZLF
CD47,SIRPA,Fibroblasts,B_Plasma,0.2096429,0.070916794,0.014867202,ZLF
CD86,CD28,Myeloid,NK,0.52054137,0.02848781,0.014829084,ZLF
CXCL10,CXCR3,Mast,NK,0.054466113,0.27134612,0.014779169,ZLF
CCL4,CCR5,Mast,Mast,0.49257776,0.02998866,0.0147717465,ZLF
PVR,TIGIT,Endothelial,Endothelial,0.21172467,0.069664314,0.014749654,ZLF
ICOSLG,ICOS,B_Plasma,Myeloid,0.27639827,0.053267885,0.014723151,ZLF
CSF1,CSF1R,Epithelial,Endothelial,0.14524664,0.10104251,0.014676085,ZLF
CCL5,CCR5,Mast,Endothelial,0.81117535,0.01808234,0.014667948,ZLF
CCL5,CCR4,Endothelial,NK,0.72486067,0.020219184,0.014656091,ZLF
CXCL9,CXCR3,NK,T_cells,0.042673033,0.34319144,0.01464502,ZLF
TNFSF4,TNFRSF4,Fibroblasts,Myeloid,0.10028253,0.1456955,0.014610712,ZLF
CCL5,CCR5,Fibroblasts,Endothelial,0.8055612,0.01808234,0.014566431,ZLF
CXCL9,CXCR3,T_cells,NK,0.053651493,0.27134612,0.014558124,ZLF
TNFSF4,TNFRSF4,Endothelial,Mast,0.05543086,0.26244164,0.014547366,ZLF
CCL4,CCR1,Epithelial,B_Plasma,0.35681647,0.04069335,0.0145200575,ZLF
ICOSLG,ICOS,Mast,T_cells,0.03178295,0.45607123,0.01449529,ZLF
TNF,TNFRSF1A,NK,Epithelial,0.024497185,0.58989406,0.014450744,ZLF
CCL5,CCR1,Endothelial,T_cells,0.72486067,0.019932607,0.014448363,ZLF
IL18,IL18R1,T_cells,T_cells,0.15609805,0.091674335,0.014310185,ZLF
IL1B,IL1R1,Mast,Fibroblasts,0.06280143,0.22692521,0.0142512275,ZLF
TNFSF13B,TNFRSF13C,Myeloid,Mast,0.6763185,0.021054603,0.014239619,ZLF
CSF1,CSF1R,Endothelial,Endothelial,0.14091904,0.10104251,0.014238814,ZLF
VEGFB,FLT1,T_cells,Myeloid,0.17405108,0.08178727,0.014235163,ZLF
TNFSF14,TNFRSF14,Fibroblasts,Fibroblasts,0.042252313,0.3367895,0.014230135,ZLF
CXCL16,CXCR6,Mast,Mast,0.43013844,0.033069093,0.014224288,ZLF
TNF,TNFRSF1A,B_Plasma,T_cells,0.056691974,0.25065714,0.014210248,ZLF
TGFB2,TGFBR2,Endothelial,T_cells,0.032983296,0.43054536,0.014200805,ZLF
CSF1,CSF1R,Fibroblasts,B_Plasma,0.20042434,0.07060099,0.014150157,ZLF
TNFSF4,TNFRSF4,Myeloid,NK,0.057345446,0.2461561,0.0141159315,ZLF
TNFSF4,TNFRSF4,Myeloid,Endothelial,0.057345446,0.24561803,0.014085076,ZLF
CCL3,CCR5,Myeloid,NK,1.2039562,0.011682103,0.014064741,ZLF
CXCL10,CXCR3,T_cells,T_cells,0.04093965,0.34319144,0.014050138,ZLF
TNF,TNFRSF1B,B_Plasma,Mast,0.056691974,0.24756104,0.014034724,ZLF
BMP2,BMPR1A,Epithelial,Mast,0.04726241,0.2969383,0.01403402,ZLF
CXCL11,CXCR3,Endothelial,NK,0.051502824,0.27134612,0.013975091,ZLF
CCL5,CCR5,Mast,Epithelial,0.81117535,0.017194824,0.013948018,ZLF
LGALS9,HAVCR2,Fibroblasts,Mast,0.13224605,0.10529163,0.013924401,ZLF
ICOSLG,ICOS,B_Plasma,Epithelial,0.27639827,0.0503331,0.013911982,ZLF
IL18,IL18R1,B_Plasma,NK,0.17951755,0.07740152,0.013894931,ZLF
CSF1,CSF1R,NK,Endothelial,0.13728485,0.10104251,0.0138716055,ZLF
CCL3,CCR1,T_cells,B_Plasma,0.3407439,0.04069335,0.013866011,ZLF
TNFSF9,TNFRSF9,T_cells,NK,0.116244644,0.119225375,0.013859311,ZLF
CCL5,CCR5,Fibroblasts,Epithelial,0.8055612,0.017194824,0.013851483,ZLF
CXCL10,CXCR3,Myeloid,Epithelial,0.31816646,0.043501705,0.013840783,ZLF
CCL4,CCR5,Myeloid,NK,1.1841171,0.011682103,0.013832978,ZLF
CCL5,CCR5,Epithelial,Endothelial,0.7648395,0.01808234,0.013830087,ZLF
CCL5,CCR4,Myeloid,NK,0.68178135,0.020219184,0.013785063,ZLF
LGALS9,HAVCR2,Epithelial,Mast,0.13080023,0.10529163,0.013772169,ZLF
TNF,TNFRSF1A,Endothelial,NK,0.049763616,0.2767333,0.01377125,ZLF
CCL4,CCR5,T_cells,Endothelial,0.760501,0.01808234,0.013751637,ZLF
CD86,CD28,NK,T_cells,0.04526555,0.303328,0.01373031,ZLF
IL18,IL18R1,NK,NK,0.1770937,0.07740152,0.013707321,ZLF
PVR,TIGIT,Endothelial,Epithelial,0.21172467,0.064710595,0.013700829,ZLF
TNFSF4,TNFRSF4,Endothelial,NK,0.05543086,0.2461561,0.013644644,ZLF
TNFSF4,TNFRSF4,B_Plasma,Myeloid,0.093643345,0.1456955,0.013643413,ZLF
TNFSF4,TNFRSF4,Endothelial,Endothelial,0.05543086,0.24561803,0.013614818,ZLF
VEGFA,FLT1,NK,Endothelial,0.024217507,0.56123376,0.013591683,ZLF
PVR,TIGIT,Endothelial,Myeloid,0.21172467,0.06418916,0.013590428,ZLF
CCL5,CCR1,Myeloid,T_cells,0.68178135,0.019932607,0.01358968,ZLF
VEGFB,FLT1,Endothelial,Fibroblasts,0.24986996,0.054056942,0.013507206,ZLF
CXCL10,CXCR3,NK,NK,0.04977141,0.27134612,0.013505279,ZLF
IL15,IL15RA,Epithelial,Fibroblasts,0.08385905,0.16073039,0.013478698,ZLF
TNF,TNFRSF1B,Endothelial,Epithelial,0.049763616,0.2707959,0.013475784,ZLF
IL1B,IL1R1,Fibroblasts,Fibroblasts,0.059206452,0.22692521,0.013435436,ZLF
CD80,CD28,T_cells,T_cells,0.04401637,0.303328,0.013351398,ZLF
LGALS9,HAVCR2,Mast,Endothelial,0.21740389,0.061404712,0.013349623,ZLF
TGFB2,TGFBR1,Fibroblasts,Fibroblasts,0.15313977,0.08707485,0.013334623,ZLF
IL1B,IL1R1,Mast,Endothelial,0.06280143,0.21220724,0.013326918,ZLF
TNFSF14,TNFRSF14,Myeloid,Mast,0.04740713,0.2808796,0.013315695,ZLF
CXCL16,CXCR6,Fibroblasts,NK,0.18190935,0.07282864,0.013248212,ZLF
CXCL1,CXCR2,Epithelial,Myeloid,0.26242247,0.050446093,0.013238189,ZLF
CD47,SIRPA,Mast,B_Plasma,0.18629672,0.070916794,0.013211566,ZLF
CCL4,CCR1,B_Plasma,NK,0.24709526,0.05345603,0.013208732,ZLF
VEGFA,FLT1,T_cells,Endothelial,0.023500528,0.56123376,0.01318929,ZLF
NECTIN2,TIGIT,NK,Fibroblasts,0.16856372,0.078134455,0.013170634,ZLF
CCL5,CCR5,Epithelial,Epithelial,0.7648395,0.017194824,0.013151281,ZLF
CSF1,CSF1R,Myeloid,Fibroblasts,0.10215496,0.12870924,0.013148288,ZLF
IL15,IL15RA,Fibroblasts,Fibroblasts,0.08159391,0.16073039,0.013114621,ZLF
TNF,TNFRSF1A,Endothelial,Mast,0.049763616,0.2634114,0.013108304,ZLF
CCL5,CCR5,Endothelial,Endothelial,0.72486067,0.01808234,0.013107177,ZLF
CCL5,CCR4,NK,Endothelial,2.444294,0.0053588427,0.013098587,ZLF
CCL4,CCR5,T_cells,Epithelial,0.760501,0.017194824,0.013076682,ZLF
CCL4,CCR1,Fibroblasts,B_Plasma,0.32131207,0.04069335,0.013075264,ZLF
BMP4,BMPR1A,Endothelial,Endothelial,0.1866768,0.06994117,0.013056394,ZLF
VEGFA,FLT1,Mast,Myeloid,0.15943526,0.08178727,0.013039775,ZLF
CD86,CTLA4,Epithelial,T_cells,0.033843692,0.38470176,0.013019728,ZLF
CXCL16,CXCR6,Myeloid,Endothelial,0.7574679,0.017184228,0.013016501,ZLF
IFNG,IFNGR1,NK,Endothelial,0.07438891,0.17440157,0.012973541,ZLF
CSF1,CSF1R,Epithelial,Epithelial,0.14524664,0.08929604,0.01296995,ZLF
CCL3,CCR1,Mast,NK,0.24251692,0.05345603,0.012963992,ZLF
PVR,TIGIT,Endothelial,B_Plasma,0.21172467,0.061098658,0.012936093,ZLF
VEGFA,FLT1,Epithelial,Myeloid,0.15734138,0.08178727,0.012868522,ZLF
IL1B,IL1R1,T_cells,Fibroblasts,0.056607828,0.22692521,0.012845743,ZLF
CXCL13,CXCR5,NK,B_Plasma,0.028391523,0.45236674,0.012843381,ZLF
CXCL10,CXCR3,B_Plasma,NK,0.04725864,0.27134612,0.012823449,ZLF
CXCL9,CXCR3,Fibroblasts,Fibroblasts,0.26542652,0.048292466,0.012818101,ZLF
CCL3,CCR5,Endothelial,Myeloid,0.17685239,0.07240827,0.012805575,ZLF
CXCL9,CXCR3,Fibroblasts,Mast,0.26542652,0.048082236,0.012762301,ZLF
CXCL13,CXCR5,Mast,B_Plasma,0.028203508,0.45236674,0.012758329,ZLF
IFNG,IFNGR1,T_cells,NK,0.08627316,0.14751154,0.012726287,ZLF
CCL19,CCR7,B_Plasma,B_Plasma,0.044547908,0.28477913,0.012686315,ZLF
TNF,TNFRSF1A,NK,Myeloid,0.024497185,0.51742506,0.012675458,ZLF
TNFSF14,TNFRSF14,Myeloid,T_cells,0.04740713,0.26731324,0.012672554,ZLF
CXCL13,CXCR5,Fibroblasts,T_cells,0.09171695,0.13799618,0.012656589,ZLF
LGALS9,HAVCR2,B_Plasma,B_Plasma,0.24447618,0.051554985,0.0126039665,ZLF
IL18,IL18R1,Endothelial,T_cells,0.13734065,0.091674335,0.012590613,ZLF
IFNG,IFNGR2,T_cells,NK,0.08627316,0.14589518,0.012586839,ZLF
CSF1,CSF1R,Endothelial,Epithelial,0.14091904,0.08929604,0.012583513,ZLF
PVR,TIGIT,Myeloid,Mast,0.08681573,0.1449134,0.012580763,ZLF
TNFSF9,TNFRSF9,Epithelial,Myeloid,0.096839994,0.12990685,0.012580179,ZLF
TNF,TNFRSF1A,Epithelial,NK,0.045446135,0.2767333,0.012576459,ZLF
IL1B,IL1R1,Fibroblasts,Endothelial,0.059206452,0.21220724,0.012564038,ZLF
NECTIN2,TIGIT,B_Plasma,Fibroblasts,0.16041248,0.078134455,0.012533741,ZLF
CSF1,CSF1R,T_cells,Mast,0.24281229,0.051594436,0.012527763,ZLF
PVR,TIGIT,Mast,Mast,0.086232424,0.1449134,0.012496234,ZLF
TNFSF14,TNFRSF14,Epithelial,Myeloid,0.029716684,0.41994086,0.012479249,ZLF
IL1B,IL1R1,B_Plasma,Fibroblasts,0.05498857,0.22692521,0.012478293,ZLF
TNF,TNFRSF1A,Endothelial,T_cells,0.049763616,0.25065714,0.012473606,ZLF
CCL5,CCR5,Endothelial,Epithelial,0.72486067,0.017194824,0.012463852,ZLF
TNFSF14,TNFRSF14,Mast,Myeloid,0.029629864,0.41994086,0.012442791,ZLF
TNFSF13B,TNFRSF13C,Myeloid,Epithelial,0.6763185,0.018389085,0.012436879,ZLF
IL7,IL7R,Epithelial,Myeloid,0.044768967,0.27767256,0.012431114,ZLF
CCL3,CCR5,Epithelial,Myeloid,0.17139766,0.07240827,0.012410607,ZLF
HGF,MET,Endothelial,Epithelial,0.07474581,0.16559112,0.012377243,ZLF
CXCL10,CXCR3,Epithelial,Myeloid,0.15092084,0.08180631,0.012346277,ZLF
CCL5,CCR5,Myeloid,Endothelial,0.68178135,0.01808234,0.012328202,ZLF
PDCD1LG2,PDCD1,Myeloid,T_cells,0.0383452,0.32150134,0.012328033,ZLF
TNF,TNFRSF1B,Endothelial,Mast,0.049763616,0.24756104,0.012319532,ZLF
IL18,IL18R1,Epithelial,Myeloid,0.36107403,0.034116477,0.012318574,ZLF
TNF,TNFRSF1B,Epithelial,Epithelial,0.045446135,0.2707959,0.012306628,ZLF
CSF1,CSF1R,NK,Epithelial,0.13728485,0.08929604,0.012258993,ZLF
IL1B,IL1R1,Myeloid,B_Plasma,0.8313337,0.014728211,0.012244058,ZLF
CXCL16,CXCR6,Epithelial,Mast,0.370094,0.033069093,0.012238673,ZLF
IL18,IL18R1,Myeloid,Fibroblasts,0.52675736,0.02320725,0.0122245895,ZLF
TNFSF14,TNFRSF14,Myeloid,B_Plasma,0.04740713,0.25753772,0.012209125,ZLF
TNF,TNFRSF1B,Fibroblasts,NK,0.0145219555,0.84026444,0.012202282,ZLF
CCL4,CCR1,Endothelial,B_Plasma,0.29974914,0.04069335,0.012197796,ZLF
CCL2,CCR2,Fibroblasts,Myeloid,0.47656426,0.02536366,0.012087413,ZLF
IL18,IL18R1,T_cells,NK,0.15609805,0.07740152,0.012082227,ZLF
IL1B,IL1R1,T_cells,Endothelial,0.056607828,0.21220724,0.012012591,ZLF
CCL3,CCR5,NK,Mast,0.39995492,0.02998866,0.011994111,ZLF
TNF,TNFRSF1A,Epithelial,Mast,0.045446135,0.2634114,0.01197103,ZLF
CCL19,CCR7,Mast,B_Plasma,0.041838504,0.28477913,0.011914733,ZLF
CCL4,CCR1,NK,Mast,0.94148695,0.0126439165,0.011904082,ZLF
TNFSF14,TNFRSF14,Fibroblasts,Mast,0.042252313,0.2808796,0.011867812,ZLF
IFNG,IFNGR1,T_cells,Fibroblasts,0.08627316,0.1372429,0.011840379,ZLF
IFNG,IFNGR2,T_cells,T_cells,0.08627316,0.13718219,0.011835142,ZLF
TNFSF14,TNFRSF14,Epithelial,Endothelial,0.029716684,0.39709786,0.011800432,ZLF
TNFSF14,TNFRSF14,Mast,Endothelial,0.029629864,0.39709786,0.011765955,ZLF
CCL21,CCR7,Epithelial,B_Plasma,0.04129413,0.28477913,0.011759707,ZLF
CXCL16,CXCR6,B_Plasma,NK,0.16138332,0.07282864,0.011753328,ZLF
VEGFB,FLT1,Fibroblasts,T_cells,0.47627303,0.024668103,0.011748753,ZLF
NECTIN2,TIGIT,NK,Endothelial,0.16856372,0.069664314,0.011742876,ZLF
PVR,TIGIT,Fibroblasts,Mast,0.08095393,0.1449134,0.01173131,ZLF
CCL5,CCR5,Myeloid,Epithelial,0.68178135,0.017194824,0.01172311,ZLF
TNFSF13B,TNFRSF13C,Myeloid,Endothelial,0.6763185,0.017280234,0.011686943,ZLF
IL1B,IL1R1,B_Plasma,Endothelial,0.05498857,0.21220724,0.011668973,ZLF
TGFB2,TGFBR2,Endothelial,NK,0.032983296,0.35357568,0.011662091,ZLF
CSF1,CSF1R,T_cells,T_cells,0.24281229,0.048026223,0.011661357,ZLF
IL7,IL7R,Fibroblasts,T_cells,0.031171504,0.37378198,0.011651346,ZLF
VEGFB,FLT1,NK,Fibroblasts,0.21527302,0.054056942,0.011637001,ZLF
TGFB2,TGFBR1,Fibroblasts,Endothelial,0.15313977,0.07577758,0.0116045615,ZLF
